Transaction ID,Timestamp,Amount,Payment Method,Store Location,Customer ID,Age,Gender,Income Level,Purchase History,Product ID,Category,Price,Discount,Browsing History,Cart Abandonment Rate,Fraud Flag,High-Risk Indicator,Geolocation,Market Trend
a3dd4a7b-fc7c-42f4-917a-ba17fb5f0f53,2025-01-03 11:51:32,213.02,Debit Card,Store C,dcf5e25b-2bca-4a5e-a823-feb514b55ec0,55,Female,High,"[58, 73, 37, 23, 7, 99, 94, 50, 8, 20]",0d79028f-6ed6-4457-bb9c-9dcfe4f73ff4,Electronics,76.52,33.92,['page5'],1,0,0,"('40.82232', '-74.15987', 'Nutley', 'US', 'America/New_York')",Decreasing
5d4f33a8-3897-4b6e-8073-7b71dedfa4f1,2025-01-03 11:14:30,473.39,Debit Card,Online,7dcdeb19-5493-429a-bf99-99ad70f0d53d,46,Male,Medium,"[49, 19, 17, 39, 60, 95]",1dc8f92b-521d-48d8-89ed-bcc40dc839e6,Groceries,83.3,12.17,"['page2', 'page1', 'page3']",0,0,1,"('32.54044', '-82.90375', 'Dublin', 'US', 'America/New_York')",Increasing
42a5bde7-4f28-4056-ae9f-07d364774b82,2025-01-01 03:38:26,212.26,Credit Card,Store C,6644fe60-ce69-43ed-b576-cd435c87fa7b,65,Female,High,"[48, 76, 26, 45]",f36df7cc-3e0f-46ee-89c9-9fb1241e379e,Home,61.63,0.0,['page4'],2,1,1,"('40.57788', '-73.95958', 'Brighton Beach', 'US', 'America/New_York')",Decreasing
6c527657-1323-4a9a-b006-1347ac351bb7,2025-01-04 17:16:15,172.71,Debit Card,Store A,5ab527f4-348a-4a9b-b2d5-49dc9c85b5c3,68,Female,Low,"[18, 88, 42, 34, 31, 36, 66]",06bbcd11-e16e-41da-9143-9355f574fc2c,Toys,82.17,0.0,"['page3', 'page2', 'page5']",4,0,0,"('41.85059', '-87.882', 'Westchester', 'US', 'America/Chicago')",Increasing
fed081f0-37b7-48a9-8f71-28f8b87cece2,2025-01-05 21:03:55,229.87,Debit Card,Store C,b68d8844-a871-4826-bf36-16c08571b43d,67,Female,High,"[9, 47, 48, 93, 61]",80e6268a-7a42-445a-bf95-afd2ccb16f85,Clothing,11.8,0.0,['page2'],3,0,0,"('38.58894', '-89.99038', 'Fairview Heights', 'US', 'America/Chicago')",Increasing
baca4195-70bc-4902-8881-ea295e51af6f,2025-01-02 22:24:01,142.96,PayPal,Store C,fbc568bf-aff7-421d-b443-5395aaf54afc,46,Male,Medium,"[63, 58, 1, 95, 78, 4]",27ff7034-8633-4345-913d-5bf34d69afe3,Electronics,20.17,0.0,['page1'],5,1,0,"('25.67927', '-80.31727', 'Kendall', 'US', 'America/New_York')",Increasing
6df0c4b1-aabb-46df-aa52-e380c8cd0202,2025-01-01 04:36:32,242.43,Cash,Store C,b2120bca-51c5-487e-9e16-a41bdd0dd8ab,39,Male,Low,"[19, 55, 80, 12, 62, 100]",0104b14e-1b4c-4a9d-8e17-e39a46275d7e,Clothing,38.81,0.0,"['page5', 'page1']",2,0,0,"('37.52487', '-77.55777', 'Bon Air', 'US', 'America/New_York')",Stable
873eb73d-595f-4162-a025-0f144ff7d358,2025-01-01 19:06:30,410.62,PayPal,Store A,00c29dc5-bacf-4cae-b479-abd8f61fd9ee,36,Female,Medium,"[49, 45, 55, 57, 33, 36, 38, 11]",12fe625c-e270-44dc-b2f6-b94cf586cce0,Electronics,39.71,46.35,['page5'],5,0,0,"('27.71809', '-82.35176', 'Sun City Center', 'US', 'America/New_York')",Stable
f883847b-1802-4775-ae47-0e040fa9d348,2025-01-04 02:58:03,165.08,Cash,Online,be717a87-ebef-41be-979a-587ea5209c73,33,Male,Low,"[43, 32, 38, 65, 15, 30]",46d91acd-29d2-4681-822a-7ffa3e0e391f,Toys,8.22,20.96,"['page3', 'page4']",1,1,0,"('25.67927', '-80.31727', 'Kendall', 'US', 'America/New_York')",Stable
7f5778a3-347e-4daf-a52b-c2f65d5b2040,2025-01-03 03:36:06,247.24,Credit Card,Store B,0918deb0-d2cc-4dd0-acee-52eccd57dcbd,31,Male,Low,"[85, 31, 2, 22, 55, 38, 32]",5e926bde-0223-457e-84fd-da7786c0fb4b,Toys,88.01,0.0,"['page5', 'page1', 'page3']",0,1,0,"('33.03699', '-117.29198', 'Encinitas', 'US', 'America/Los_Angeles')",Stable
6a78b45e-dad4-42d5-a5b9-0cc433fbed88,2025-01-02 18:36:11,147.61,Credit Card,Store C,27668e0f-ad2e-47d7-bacc-6a3c01dd2579,20,Male,Medium,"[58, 46]",5901264c-f717-4ce0-af9a-e0fea9fd3e91,Toys,19.33,11.22,"['page2', 'page4', 'page5']",5,1,0,"('41.14676', '-73.49484', 'New Canaan', 'US', 'America/New_York')",Stable
0b1c6d10-957a-4189-a6b8-a15bdeeb144e,2025-01-01 11:59:29,309.73,PayPal,Store B,0fd228f1-cbe6-4631-91ba-77b851a96b04,46,Female,High,"[79, 49, 14, 86]",786697f2-1d2c-4da1-9c10-f795f9b88d18,Electronics,34.54,6.34,['page4'],0,1,1,"('33.44872', '-86.78777', 'Vestavia Hills', 'US', 'America/Chicago')",Stable
71649d93-5d9d-4d34-9043-14effd60b62c,2025-01-04 21:31:47,249.62,Debit Card,Store A,7462d9dc-c386-44b3-9d0d-2b21e66ebd4a,28,Female,Low,[45],d41a6cdb-2792-4ede-a3b1-e99adaaa746c,Groceries,8.61,0.0,"['page4', 'page5']",0,1,0,"('32.54044', '-82.90375', 'Dublin', 'US', 'America/New_York')",Increasing
aa594be3-ff2c-410d-9466-a1516cfdfa55,2025-01-03 14:03:55,126.88,Debit Card,Store A,42107579-ecdd-4945-8c49-1b3b1f0eba3f,35,Male,Medium,[78],054c6e03-7323-4879-8327-f7b47f0cbbf9,Electronics,67.2,0.0,['page5'],1,0,0,"('41.9001', '-71.08977', 'Taunton', 'US', 'America/New_York')",Stable
a6850806-e552-4e95-8254-0cf405401632,2025-01-02 19:06:10,205.25,Debit Card,Store B,3610fe8b-e1e8-4b17-94ae-44dabd20046b,28,Male,High,"[26, 94, 52]",a6b40939-ac8b-4f6b-b67c-15d3b70f5440,Groceries,88.82,0.0,"['page3', 'page2', 'page5']",0,0,1,"('26.18924', '-98.15529', 'San Juan', 'US', 'America/Chicago')",Decreasing
b9162570-6843-4719-9c9d-2b1cfe2d3748,2025-01-05 15:03:01,478.49,PayPal,Store C,43c3dd72-d493-44e7-a0a0-2d57b9122801,70,Male,Medium,"[86, 19, 27, 61, 77, 98, 30, 96, 42]",1a8e87c4-2ce6-47b1-a83e-76fe2ce8d1ea,Electronics,13.81,0.0,['page5'],4,1,0,"('37.95143', '-91.77127', 'Rolla', 'US', 'America/Chicago')",Decreasing
ac734b07-c767-4be0-8528-db8154653333,2025-01-03 03:04:36,180.66,PayPal,Store C,b612f4b6-6d22-44e6-9d02-4998c879fddf,39,Female,Low,"[10, 50, 96]",c307dcea-1e11-4b06-b698-56ebe7aa0828,Home,64.0,0.0,"['page5', 'page2']",0,1,1,"('33.76446', '-117.79394', 'North Tustin', 'US', 'America/Los_Angeles')",Decreasing
cbd2b7fa-3651-443b-bba5-0048baaf2bae,2025-01-04 11:42:46,425.26,Cash,Online,cfb9f9cd-2926-4f50-b2dc-464f2c2bf6fe,37,Female,Medium,"[56, 100, 3]",fcc22f3f-56c0-41df-80c7-17c9207c0aea,Clothing,39.66,32.06,"['page2', 'page3', 'page4']",3,0,1,"('45.0408', '-93.263', 'Columbia Heights', 'US', 'America/Chicago')",Stable
0ea4cca6-313e-4b3f-b829-d784edf58926,2025-01-05 00:18:10,412.31,Debit Card,Store B,27898fa2-a44e-4931-9695-5707fb09743e,66,Female,High,"[76, 92, 80, 54, 13, 68, 60, 89, 97]",e6d86c8c-b6f9-466a-9ca6-348f367cb844,Electronics,41.47,24.02,"['page4', 'page3', 'page5']",0,1,1,"('41.72059', '-87.70172', 'Evergreen Park', 'US', 'America/Chicago')",Stable
5ea50c9a-e619-4ab5-9524-708ec925b968,2025-01-06 04:10:16,390.71,Cash,Store A,f2707f86-a297-4737-872c-c14d900c0ff7,65,Male,Low,"[25, 85, 74, 73, 51, 30, 92]",77c4d90a-8e60-4d95-9820-cef849e91203,Groceries,5.81,11.56,['page1'],0,1,1,"('39.96097', '-75.60804', 'West Chester', 'US', 'America/New_York')",Decreasing
78a32205-c275-4045-966b-4c422c857aed,2025-01-04 20:48:21,83.45,Debit Card,Store C,f986e97c-fd35-4d9b-8638-322359fd1129,46,Male,High,[38],bc98f42f-707f-4126-a73c-a98fc966f8d6,Electronics,18.58,0.0,['page2'],0,0,1,"('41.84364', '-87.71255', 'South Lawndale', 'US', 'America/Chicago')",Increasing
7ad9b21c-0835-4466-96aa-3cb882ed05ec,2025-01-04 00:42:40,285.97,Debit Card,Online,c11846f6-be18-4089-85ed-8ff61140d235,64,Male,Low,"[68, 2]",251b2afe-b487-4583-a6e1-58c1bd171c5e,Electronics,43.3,0.0,"['page1', 'page3', 'page4']",5,1,0,"('32.5007', '-94.74049', 'Longview', 'US', 'America/Chicago')",Decreasing
2cfc7399-1cd0-4a9d-817c-5f2476f1d18a,2025-01-03 18:48:18,206.64,Debit Card,Store C,2b171658-2851-4c8c-8849-c4f4ca6d78df,47,Female,Medium,"[6, 30, 49, 16, 98, 56, 75, 74, 2]",2cd702c9-fe17-48fd-acc5-8a343b1f42c6,Electronics,38.03,38.49,"['page2', 'page4']",5,1,0,"('41.72059', '-87.70172', 'Evergreen Park', 'US', 'America/Chicago')",Decreasing
64f051e5-c215-4703-9ddd-d313162def6a,2025-01-02 02:11:37,191.99,Debit Card,Store A,7f42afd0-a0cc-42c6-b486-df56f0eb8b60,64,Female,Medium,"[35, 98, 24, 66]",ad13a48c-569d-44dd-9820-c69a767c17e5,Electronics,33.71,0.0,['page3'],1,0,1,"('33.54428', '-84.23381', 'Stockbridge', 'US', 'America/New_York')",Increasing
1a85b5a9-e7d9-4fe0-a3dd-75d7f56cab02,2025-01-04 20:52:56,194.46,PayPal,Online,2c1ad860-34c9-4517-a314-09d4e6b1ae74,34,Male,Low,"[26, 36, 34, 50, 79, 87, 43, 31]",36fa0ce9-1988-4338-a33e-a8c5c14bb113,Groceries,62.14,18.05,"['page2', 'page4']",2,1,1,"('33.93113', '-117.54866', 'Norco', 'US', 'America/Los_Angeles')",Decreasing
293e7ef9-f4ce-46c6-816e-6dd5699fdee2,2025-01-02 09:54:30,32.34,Debit Card,Store A,34ab500e-00e0-4f49-81e8-cc2b310702a8,64,Female,High,"[45, 70]",4f77dc7d-93f7-4eab-9b6a-777328f2f727,Clothing,44.87,0.0,"['page4', 'page5', 'page1']",0,1,1,"('33.95015', '-118.03917', 'South Whittier', 'US', 'America/Los_Angeles')",Decreasing
a7c0e557-8f24-47ca-be40-8029aee6cc6e,2025-01-04 18:43:00,493.58,PayPal,Store B,e450724e-58b1-43d5-97e0-a5430ba79604,39,Female,High,[79],16cf43e8-125f-4ef1-ba34-97740fc8edda,Electronics,41.1,0.0,"['page4', 'page5']",0,0,0,"('32.5007', '-94.74049', 'Longview', 'US', 'America/Chicago')",Decreasing
ee1dfd6a-f481-47f0-89a8-91d44042967d,2025-01-05 08:34:47,111.53,Cash,Store C,5a3ae753-2335-492a-affe-e4a80e889cd2,29,Male,High,"[44, 49, 32, 21, 25, 61]",734f9746-5c33-455b-ab95-5853128c6e5c,Groceries,27.15,0.0,"['page3', 'page1']",3,0,1,"('41.66394', '-83.55521', 'Toledo', 'US', 'America/New_York')",Increasing
00ae1c54-c0a5-4727-9d40-50eb981013d7,2025-01-02 17:31:52,447.76,Cash,Online,05a60a4b-11c4-4ad0-9b08-8e52f1527560,68,Male,Medium,"[97, 77, 88, 28, 63, 66, 80, 72, 14, 2]",80b831f5-54b5-499b-8779-9ff6f28d53ba,Groceries,58.49,28.76,['page1'],2,0,1,"('46.32374', '-120.00865', 'Sunnyside', 'US', 'America/Los_Angeles')",Stable
98453167-43d8-45d7-973e-e073dd559e0a,2025-01-04 06:38:01,317.04,PayPal,Online,ebcd636f-db2d-4573-ac63-32d7acbeecfe,28,Male,Low,"[37, 18, 25, 6, 15, 88, 41, 32, 62]",a16e4f88-7e60-40e8-b062-0ce6b7c07c0b,Home,43.93,38.46,['page4'],5,0,0,"('37.52487', '-77.55777', 'Bon Air', 'US', 'America/New_York')",Decreasing
5b22ad1e-44fc-499c-a729-10be20d2f7da,2025-01-06 12:32:40,359.5,Credit Card,Store B,d8470f95-7283-4d2d-b128-a05239cec029,23,Female,Medium,[34],69a30173-e8cd-444b-8186-12cbf71705ae,Clothing,47.59,0.0,"['page3', 'page4']",1,1,0,"('41.55838', '-81.56929', 'Collinwood', 'US', 'America/New_York')",Increasing
465ba5e4-816e-40aa-9056-f9270ec850ae,2025-01-04 14:47:20,16.78,PayPal,Online,1c3bb055-fd52-4114-a0b1-485d1fef038b,68,Male,High,[55],67ad1da7-c69f-421c-8297-8f93ba7679cb,Electronics,51.83,0.0,['page2'],2,1,0,"('41.54566', '-71.29144', 'Middletown', 'US', 'America/New_York')",Stable
d7a33252-d87f-4aad-82c1-b8d3befd68c0,2025-01-06 05:10:24,423.73,Cash,Store B,3efa5316-1b92-46b6-b4ef-c4735f6a9b68,66,Male,Low,"[93, 41, 42, 38, 19, 83, 5]",57a61463-3f7b-493d-8d3a-f331a8ed45d0,Toys,89.61,44.51,"['page5', 'page1', 'page2']",4,0,0,"('43.54072', '-116.56346', 'Nampa', 'US', 'America/Boise')",Increasing
631abc47-5615-46a5-8cd3-6ef1535620f6,2025-01-02 07:33:08,449.43,Credit Card,Online,ac4d16f6-1f8d-485f-a3f4-4e7ad9e5c0c4,41,Female,High,"[67, 92, 50, 18, 34]",d7857270-4497-47e4-a47b-b3921abeac7b,Toys,13.58,0.0,"['page3', 'page2']",0,0,0,"('47.38093', '-122.23484', 'Kent', 'US', 'America/Los_Angeles')",Decreasing
3dc4e636-56c5-4644-a913-103ade285e52,2025-01-04 19:39:49,411.85,Credit Card,Store C,9ce1a204-0584-4126-94e3-104946dd6f82,57,Male,Medium,"[94, 11, 77, 72, 62, 65, 8, 48, 83, 90]",7bd95f86-5e5a-40d3-99fc-4bad6d385a8f,Groceries,16.11,0.0,"['page5', 'page3']",0,0,1,"('37.60876', '-77.37331', 'Mechanicsville', 'US', 'America/New_York')",Stable
96e0fa1b-cccd-4bba-b9b3-e83883586aa8,2025-01-05 20:07:03,146.58,Cash,Store A,89dc0266-85e6-4b89-82a8-e2677f6114da,49,Female,Medium,"[64, 16, 9, 83, 56, 24, 88, 95, 90]",2f345d66-6977-4dce-a3bd-feabee45af2b,Electronics,26.83,0.0,['page1'],0,1,0,"('38.54491', '-121.74052', 'Davis', 'US', 'America/Los_Angeles')",Stable
f4429949-60b3-4519-9ac8-64ad5ff5a9c5,2025-01-03 04:44:32,169.32,Debit Card,Store C,c8b36f3d-4b44-4b35-9996-5c1d95ae3930,27,Female,High,[2],569b25b5-a545-4f79-8708-bea1110ce916,Home,75.25,0.0,['page4'],2,0,0,"('32.35126', '-95.30106', 'Tyler', 'US', 'America/Chicago')",Increasing
465b13c4-3f58-4da1-8d48-30959c1153d1,2025-01-01 06:37:03,413.04,Cash,Store B,ddaf916f-266c-4b36-bc46-45d87c595732,30,Female,Medium,"[19, 44, 5, 9, 53, 8]",2ca5656f-f406-4848-a137-c438aa8ca6e0,Electronics,19.28,7.75,['page4'],0,1,1,"('36.91023', '-121.75689', 'Watsonville', 'US', 'America/Los_Angeles')",Increasing
dd127dde-b27c-477c-bd13-49f98ef6d6be,2025-01-03 13:39:49,191.42,Credit Card,Online,a0536807-02e0-46d8-a14f-09dfd2145d21,38,Male,High,"[88, 89, 82, 96, 55, 71, 23, 57, 44, 58]",a4a86c01-2deb-43b3-8fc5-5dba40b798a6,Electronics,41.08,0.0,"['page3', 'page1', 'page2']",4,0,1,"('36.02506', '-86.77917', 'Brentwood Estates', 'US', 'America/Chicago')",Increasing
434b0ac8-f177-4dfd-8103-fa652f196d33,2025-01-05 20:25:30,77.01,Debit Card,Store B,4f52a5f4-53e6-4445-a9e1-82a0639dc6e3,28,Female,Medium,"[88, 63, 29, 25, 61, 73, 53, 96, 46]",96055179-9ef5-4a28-886e-f9a97c176d5f,Clothing,58.32,28.14,"['page2', 'page5', 'page3']",3,1,0,"('28.15112', '-82.46148', 'Lutz', 'US', 'America/New_York')",Decreasing
47a885ad-561e-4999-bad5-232bf4c69f38,2025-01-06 02:09:54,445.16,Cash,Store A,89cff2aa-77ca-4866-ad84-e8ba848f743e,69,Female,Medium,[79],4d4eda49-afbc-44eb-9e91-361ac82e32a5,Groceries,89.28,0.0,['page1'],4,0,0,"('25.67927', '-80.31727', 'Kendall', 'US', 'America/New_York')",Decreasing
f1f42b0f-fc23-4ae2-8725-1d1adf9c4975,2025-01-01 22:37:17,175.23,Credit Card,Online,86e5efa3-3f3e-455a-a741-13cabb272aad,64,Female,Medium,"[75, 56, 60, 24, 87, 63, 100, 58, 8]",58c6281b-a8ee-4ffc-a0c6-f6cb7bf869e8,Electronics,78.83,0.0,"['page3', 'page5']",1,0,0,"('44.73941', '-93.12577', 'Rosemount', 'US', 'America/Chicago')",Decreasing
527a87f4-79a8-4ec5-8834-ae493ce8ed9a,2025-01-04 15:56:15,83.16,PayPal,Store B,ba9dd589-48dd-429d-94db-b64c0ddf014c,29,Female,Low,"[16, 64, 91]",a2bf6eab-3472-4782-9256-247782060d18,Toys,15.8,23.36,"['page5', 'page1']",5,0,0,"('42.58342', '-71.8023', 'Fitchburg', 'US', 'America/New_York')",Increasing
b0150286-5d87-40cf-b203-3bd989085306,2025-01-01 19:45:59,404.4,Credit Card,Online,03a18622-0a98-47a3-a0e4-09447f2017ca,28,Female,Medium,"[1, 52, 66, 8]",3d4c1472-a472-471b-ba10-4acdfbdb086a,Groceries,85.23,0.0,['page5'],1,1,1,"('41.27621', '-72.86843', 'East Haven', 'US', 'America/New_York')",Increasing
a8832b8c-2815-48c8-91b2-691139f28f8e,2025-01-01 16:17:06,246.17,Credit Card,Store C,503fbd71-463d-4bae-ab90-0bf820114269,27,Female,Low,[39],f50e0b5d-f832-4038-9d3f-b975c5ec2bf2,Clothing,33.2,0.0,"['page2', 'page4']",1,1,1,"('47.64995', '-117.23991', 'Opportunity', 'US', 'America/Los_Angeles')",Decreasing
19d5031c-cac1-47a6-a51f-7ae6ad70f647,2025-01-01 21:09:38,26.52,Cash,Online,a9c141da-cb99-49bb-97d3-faffbad13f78,59,Female,High,"[57, 5, 61, 100, 30, 51, 89, 69]",42acab02-5fb0-4093-899c-261e33c455a4,Electronics,28.65,0.0,['page3'],2,0,0,"('37.73604', '-120.93549', 'Riverbank', 'US', 'America/Los_Angeles')",Increasing
0aec8b11-102f-4dc6-bae9-40007c04d9c6,2025-01-05 06:04:54,437.28,PayPal,Online,40935164-fad0-4b72-b0eb-516f53fd4f9a,58,Male,Medium,[70],5c638271-f807-4336-9ab7-cd60d68b99d0,Home,6.22,0.0,['page1'],1,0,0,"('38.17492', '-122.2608', 'American Canyon', 'US', 'America/Los_Angeles')",Increasing
2cb43522-7df3-48af-b6d2-64df21cc265e,2025-01-02 23:52:22,54.48,Credit Card,Online,d42c8001-5e89-4554-8b88-98987d245f19,55,Male,High,[19],4277db2b-7155-4086-85a0-b5da500c59a7,Toys,71.45,0.0,"['page2', 'page1']",3,1,1,"('37.52487', '-77.55777', 'Bon Air', 'US', 'America/New_York')",Stable
a13427fb-ec2c-4b25-8e77-1af3507f8b8f,2025-01-03 00:19:51,313.88,Debit Card,Store A,09251b92-918a-4745-9d23-f509339c121c,34,Male,High,"[73, 33, 52, 14, 78, 16, 6, 85, 10]",86edb735-68ff-424e-8dec-f55c3a0ec8a3,Home,96.97,0.0,['page2'],2,0,1,"('28.15112', '-82.46148', 'Lutz', 'US', 'America/New_York')",Decreasing
cc52b3c0-9190-47a3-9985-2a9e1f0031c1,2025-01-03 04:40:37,74.57,PayPal,Store C,b7e25ecf-8117-4ae8-848e-6851fb729f2d,23,Female,Low,"[87, 67, 84, 16, 95, 94, 88]",de951f22-67d0-4c09-8406-ffb679ed59da,Groceries,30.63,0.0,"['page1', 'page3']",1,1,1,"('34.14251', '-118.25508', 'Glendale', 'US', 'America/Los_Angeles')",Decreasing
b4e93ee9-9c45-4c03-ad13-eb8740b513c7,2025-01-05 15:46:12,84.21,PayPal,Online,1f5a1536-f2c5-491d-a4ee-b22f99dc1284,35,Male,Medium,"[69, 24, 23, 58, 50, 15, 35]",5169756d-aa50-421e-b132-4efb0c48fad5,Home,15.57,49.91,['page4'],2,1,1,"('40.65538', '-74.38987', 'Scotch Plains', 'US', 'America/New_York')",Increasing
8ff20775-8b70-48af-b9f5-18e7ebd2e1de,2025-01-06 03:47:31,271.81,Cash,Store B,d66f3ed4-c428-449f-abec-1be52afa188c,37,Female,Low,"[86, 56, 57, 54, 47, 39]",bf191b0f-9fba-4451-a077-f8e35c29e8c7,Toys,21.95,45.33,"['page1', 'page3']",1,1,1,"('38.96372', '-76.99081', 'Chillum', 'US', 'America/New_York')",Increasing
1b371fbf-1f69-4c3d-afa9-15db2fc60323,2025-01-04 16:09:06,136.95,Debit Card,Store A,d3b14070-ca17-4d9c-b28d-18920c640308,34,Male,High,"[80, 81, 27]",2e22b73f-ef67-42d6-ada3-cdba223f1d31,Electronics,96.23,0.0,['page3'],1,1,0,"('40.5576', '-74.28459', 'Woodbridge', 'US', 'America/New_York')",Stable
c8d6a8a8-0660-4302-9a90-1d088329a32c,2025-01-03 13:04:04,438.18,Credit Card,Store B,2a7b40a4-eea8-445d-94ea-002b4493e1e4,30,Female,Medium,"[55, 81, 62]",478b6447-73a8-46a3-8d69-ad363a29a3f2,Toys,68.24,35.51,['page3'],0,1,0,"('33.92946', '-116.97725', 'Beaumont', 'US', 'America/Los_Angeles')",Decreasing
c7fc33ff-930b-420f-905d-3d24ba87e50b,2025-01-03 12:18:01,132.78,Cash,Store C,c593c1cf-aad1-4fad-aaaa-8688fee41714,66,Female,High,"[20, 13]",982afbbf-b974-4311-be30-57f333e6a6af,Toys,43.76,35.96,"['page2', 'page1']",5,0,1,"('41.80753', '-87.65644', 'New City', 'US', 'America/Chicago')",Increasing
77543d1b-96fd-43fd-a0af-47dcbaff3296,2025-01-06 08:55:19,358.32,Cash,Store B,9090ef81-9578-4524-ad92-a683aae89bcd,37,Male,Low,"[54, 92, 18, 71, 45, 32, 13, 19]",dffe1dac-1c50-4c18-a48b-5fd5ae805551,Clothing,96.9,0.0,"['page3', 'page2']",3,1,1,"('41.57721', '-93.71133', 'West Des Moines', 'US', 'America/Chicago')",Decreasing
b188911a-221c-453e-9787-565534cf48da,2025-01-02 07:02:23,9.68,Credit Card,Store A,e02d8684-c40d-467a-83b0-b42d3c745d8c,28,Male,Medium,"[48, 87, 64, 7, 36, 85, 54, 55, 38, 10]",f13ba555-6c07-4d6d-8307-8fe06931661a,Groceries,83.82,22.8,"['page2', 'page3', 'page5']",3,1,1,"('41.66394', '-83.55521', 'Toledo', 'US', 'America/New_York')",Decreasing
131a2591-1cd1-460d-b2ec-31c4ae83dc90,2025-01-05 03:11:25,364.98,Cash,Online,24425bd1-3ccb-4694-ba7e-e9222f589610,60,Female,High,"[46, 47, 61, 45, 86, 94, 34, 22, 7, 44]",61152159-7e80-409e-86cc-8a36f598b183,Toys,88.02,0.0,"['page2', 'page5', 'page4']",0,1,1,"('35.61452', '-88.81395', 'Jackson', 'US', 'America/Chicago')",Stable
ac415644-c21b-4203-907e-7762df3e50ab,2025-01-02 15:24:48,101.37,Debit Card,Store C,99902bf7-c3fd-4355-afcf-a0d7afe676d2,48,Male,High,"[38, 11, 60, 53, 72, 3, 42, 70, 95]",c7b22bad-4060-42e9-94f0-bf45b2da0d87,Electronics,81.03,0.0,"['page5', 'page3']",3,0,1,"('34.77453', '-96.67834', 'Ada', 'US', 'America/Chicago')",Stable
fcc98e2c-9b70-4ded-bc02-c1c61f700db8,2025-01-03 12:21:09,46.75,Debit Card,Store C,dea489ce-3028-4d53-a4fc-8fc65c8d0f29,28,Male,Medium,"[88, 18, 32, 62, 15, 48]",605a4375-edbc-45cc-8212-45df13d12a67,Groceries,8.45,0.0,['page4'],4,1,0,"('41.80753', '-87.65644', 'New City', 'US', 'America/Chicago')",Decreasing
e9276244-407c-4df4-8526-5ff0672c8cb8,2025-01-06 09:33:55,145.19,Cash,Store A,865a2483-5301-42f1-8215-f426444e669b,38,Female,Medium,[53],bcec047d-b5b4-4a3c-97f7-c15361cfd6b8,Electronics,52.54,39.56,['page4'],1,0,0,"('33.98154', '-81.23621', 'Lexington', 'US', 'America/New_York')",Increasing
7ab8f602-78fd-406d-b787-45d0d45d668f,2025-01-01 13:32:46,481.95,Cash,Store B,9cce7570-b4df-48fe-8beb-144d00c76142,22,Male,Medium,"[92, 27, 48, 46]",11f1ece4-adbc-4f40-b7b3-3593cbe5d1cb,Groceries,78.19,0.0,['page4'],3,1,0,"('39.32011', '-76.51552', 'Rosedale', 'US', 'America/New_York')",Decreasing
5a31faad-66d7-43fd-8165-b0e46f8f9a15,2025-01-05 11:19:54,175.31,Cash,Store C,67df1965-f1db-4fef-a5c7-60123b026582,29,Male,High,"[98, 33]",c3ef3e90-084c-4833-aeca-59d50301b1a8,Clothing,88.51,0.0,"['page5', 'page2', 'page3']",2,1,1,"('38.58894', '-89.99038', 'Fairview Heights', 'US', 'America/Chicago')",Decreasing
aad2f462-e87a-43f3-bf86-37aaeee1ee0c,2025-01-01 07:35:40,96.09,PayPal,Store B,9a05ba93-7806-4726-9c4a-b67571a13075,48,Female,Low,"[91, 33, 61]",19060500-d137-4b15-a4a9-b025b57c25e2,Home,9.63,0.0,['page5'],0,0,1,"('41.8542', '-87.66561', 'Lower West Side', 'US', 'America/Chicago')",Stable
ff92e7bb-2bac-42ce-9c3e-e2b8a7beca49,2025-01-03 17:59:59,179.62,Credit Card,Store A,37309471-12fc-4b32-9817-e8276a664004,66,Female,Medium,[71],37f20405-3e5c-48b9-bdc4-79c1ecf2c1e1,Clothing,46.15,0.0,"['page5', 'page4']",0,0,0,"('38.58894', '-89.99038', 'Fairview Heights', 'US', 'America/Chicago')",Stable
fe840644-40fd-4e0a-9485-0c04f276caed,2025-01-01 20:47:21,206.99,Credit Card,Store C,449a61e0-faed-4814-a2b4-21e9ea5f6b91,32,Female,Low,"[81, 73, 70, 95, 58]",d2c5566e-7dee-41fe-b099-0fe05bbf92a1,Toys,4.34,0.0,['page1'],1,0,1,"('27.71809', '-82.35176', 'Sun City Center', 'US', 'America/New_York')",Decreasing
91b33dfb-1785-4c8c-a3b7-85ff592ee827,2025-01-01 03:56:49,332.18,Cash,Store A,d51520ee-1f2c-4312-bb70-2d0810c76866,61,Female,Low,"[35, 30, 50, 52]",e46f6754-8083-42a0-87e2-07b04ab4b637,Toys,6.07,30.27,"['page4', 'page3', 'page1']",4,0,1,"('39.00622', '-77.4286', 'Sterling', 'US', 'America/New_York')",Decreasing
dec797d7-5a95-4847-b3a3-c051af4bd54f,2025-01-02 14:17:54,105.57,Cash,Online,34933c7a-76cf-483c-af4f-5ee03cade151,37,Female,Low,"[54, 31, 72, 29]",61b7e41b-0c2e-4fcd-8fcd-61d163b321e4,Groceries,20.44,0.0,"['page3', 'page2', 'page5']",1,1,1,"('47.38093', '-122.23484', 'Kent', 'US', 'America/Los_Angeles')",Stable
941f7971-c3f9-4865-b2f8-70ac58af76fa,2025-01-05 05:25:00,184.62,Cash,Online,0f20a416-bb6a-442b-997a-d6d6c71a9540,18,Male,Medium,[82],5632fb1e-10de-4f8a-a57f-d3d045fe15b6,Toys,55.25,26.27,['page4'],3,1,0,"('27.71809', '-82.35176', 'Sun City Center', 'US', 'America/New_York')",Increasing
